id,value
280364,364
186616,616
466810,810
226212,212
362195,195
147663,663
465230,230
98801,801
32486,486
264315,315
73627,627
281987,987
152800,800
167704,704
58577,577
26698,698
499062,62
479199,199
300804,804
348099,99
351991,991
439891,891
324607,607
16554,554
103236,236
37578,578
191708,708
460920,920
318961,961
398986,986
91282,282
328373,373
220031,31
125455,455
350073,73
476566,566
372777,777
431813,813
185798,798
270664,664
68586,586
462133,133
89807,807
411872,872
326353,353
3355,355
340444,444
28560,560
69896,896
396699,699
299879,879
307863,863
374771,771
169936,936
57250,250
252055,55
192800,800
98356,356
387909,909
485673,673
228563,563
472690,690
128012,12
53940,940
58878,878
169749,749
333533,533
431261,261
225817,817
454102,102
122833,833
122259,259
373398,398
169488,488
132541,541
233961,961
154573,573
260406,406
389381,381
445462,462
303849,849
325435,435
24514,514
113934,934
440405,405
324354,354
2142,142
15774,774
337327,327
44646,646
77812,812
139487,487
306846,846
331042,42
151215,215
281541,541
157226,226
30706,706
376741,741
475161,161
229017,17
310426,426
265402,402
42503,503
392689,689
175391,391
195895,895
414582,582
304790,790
272007,7
103835,835
118149,149
241432,432
382400,400
87941,941
310831,831
79480,480
280972,972
231044,44
425832,832
329786,786
54036,36
131432,432
172804,804
287648,648
198598,598
455558,558
183311,311
293468,468
216489,489
246707,707
229843,843
169168,168
201986,986
99420,420
325151,151
351667,667
123892,892
316129,129
158896,896
339808,808
326929,929
412516,516
306486,486
432623,623
234616,616
315646,646
58578,578
143023,23
270283,283
279231,231
271669,669
131894,894
142270,270
47942,942
117892,892
36707,707
337687,687
115810,810
226869,869
229274,274
322879,879
349441,441
187623,623
68589,589
197819,819
346557,557
157515,515
32725,725
33696,696
390291,291
309696,696
449524,524
192097,97
169017,17
103312,312
173065,65
274283,283
11518,518
36490,490
449285,285
98442,442
468787,787
388430,430
266805,805
75442,442
108567,567
139202,202
243579,579
47740,740
342660,660
321381,381
439915,915
333530,530
395627,627
167531,531
160025,25
327533,533
271691,691
359707,707
261047,47
28030,30
483025,25
65180,180
392748,748
10772,772
157750,750
34206,206
102364,364
282343,343
475782,782
364486,486
119587,587
432654,654
151151,151
167781,781
228744,744
379361,361
161462,462
198461,461
19147,147
342760,760
235698,698
390913,913
166602,602
277206,206
349500,500
443716,716
80723,723
209684,684
144509,509
80670,670
134493,493
295906,906
47021,21
86917,917
170184,184
245234,234
125998,998
391411,411
481984,984
410081,81
428258,258
27939,939
315110,110
463579,579
308473,473
20511,511
101251,251
61668,668
278953,953
244458,458
358540,540
156871,871
46656,656
247939,939
347784,784
357106,106
171540,540
349724,724
342590,590
288778,778
271408,408
230744,744
114427,427
397233,233
497994,994
102131,131
303560,560
397855,855
331944,944
429854,854
206055,55
217075,75
174486,486
104105,105
30463,463
272631,631
258257,257
485369,369
468682,682
198041,41
368812,812
431132,132
376300,300
154763,763
392458,458
307420,420
147947,947
180535,535
100978,978
481739,739
376216,216
373003,3
200523,523
152527,527
360920,920
224179,179
124443,443
205573,573
426352,352
88657,657
122646,646
245387,387
59521,521
456880,880
46807,807
396231,231
156258,258
14102,102
60579,579
432430,430
348750,750
281169,169
235454,454
435661,661
494575,575
278897,897
146810,810
65466,466
374423,423
107652,652
157926,926
138796,796
292988,988
155658,658
31966,966
200709,709
104662,662
197254,254
321376,376
372781,781
133483,483
100562,562
272174,174
394633,633
252135,135
210949,949
412585,585
59552,552
467956,956
232916,916
118595,595
12775,775
91580,580
251050,50
167197,197
228133,133
130460,460
460602,602
101596,596
469469,469
134101,101
48437,437
409863,863
484936,936
133643,643
12009,9
245219,219
58623,623
439125,125
160077,77
359232,232
378029,29
73155,155
187518,518
423263,263
337478,478
278651,651
275996,996
35678,678
393981,981
460559,559
238617,617
81430,430
404305,305
454345,345
91751,751
325980,980
40737,737
190374,374
94770,770
131146,146
324100,100
464583,583
300862,862
121164,164
473299,299
161656,656
440580,580
160849,849
458974,974
63938,938
265457,457
15680,680
372816,816
467256,256
273850,850
68411,411
20258,258
471684,684
456509,509
375268,268
451692,692
40677,677
166511,511
186737,737
279566,566
65090,90
72189,189
85532,532
228399,399
445754,754
230298,298
492818,818
108449,449
238040,40
341508,508
354231,231
347818,818
377644,644
347897,897
465775,775
92147,147
349816,816
258834,834
109601,601
93123,123
259953,953
301349,349
313360,360
334938,938
292422,422
209318,318
104519,519
265986,986
109285,285
443822,822
450313,313
228578,578
487580,580
43984,984
268730,730
76860,860
293557,557
388040,40
391524,524
142320,320
343214,214
292934,934
196244,244
212195,195
360164,164
297556,556
217191,191
376635,635
465726,726
16915,915
260237,237
384596,596
251562,562
143388,388
106783,783
403331,331
250223,223
447470,470
263491,491
226077,77
281864,864
106346,346
347847,847
375683,683
360214,214
213965,965
132437,437
482212,212
269321,321
415432,432
251441,441
431096,96
270073,73
99215,215
199384,384
354565,565
315121,121
290474,474
492114,114
142045,45
339187,187
393704,704
433163,163
147366,366
333787,787
154098,98
160954,954
57647,647
111561,561
352175,175
66126,126
136044,44
123798,798
212988,988
231853,853
283445,445
242006,6
411266,266
178379,379
97092,92
434032,32
244670,670
139303,303
136322,322
489357,357
395770,770
74126,126
45603,603
390208,208
451711,711
112902,902
251086,86
250947,947
36835,835
498355,355
472447,447
304892,892
419869,869
7433,433
411705,705
234383,383
275811,811
146690,690
325270,270
138197,197
338922,922
109130,130
183787,787
16904,904
457270,270
449137,137
184733,733
363607,607
322677,677
131670,670
92829,829
177284,284
298894,894
352463,463
254252,252
414103,103
359826,826
337623,623
423032,32
410866,866
301562,562
52962,962
320015,15
171827,827
263542,542
115938,938
74470,470
235402,402
245952,952
162850,850
416273,273
279230,230
250640,640
161422,422
170790,790
403584,584
217440,440
152604,604
145892,892
220576,576
133516,516
123832,832
438098,98
14885,885
24077,77
356560,560
21960,960
69643,643
399327,327
386330,330
440630,630
61068,68
350006,6
440209,209
308230,230
395073,73
260125,125
103804,804
320770,770
205142,142
356235,235
483957,957
147958,958
437731,731
289345,345
485800,800
299070,70
280123,123
489836,836
397930,930
164894,894
323861,861
99723,723
442819,819
233351,351
269435,435
264471,471
61008,8
206775,775
473922,922
56194,194
16091,91
198690,690
28471,471
453943,943
263796,796
129428,428
94412,412
467066,66
62135,135
87737,737
209555,555
79975,975
75587,587
214719,719
152959,959
58549,549
38650,650
208653,653
492511,511
91716,716
391159,159
221153,153
124027,27
369613,613
437160,160
289613,613
337152,152
241075,75
387290,290
6732,732
439889,889
367543,543
289654,654
66419,419
47744,744
103678,678
249134,134
4953,953
84932,932
327905,905
124023,23
189328,328
246780,780
231912,912
102616,616
42735,735
424507,507
256723,723
498137,137
74418,418
155554,554
449475,475
40640,640
392148,148
15116,116
490972,972
17212,212
335614,614
105190,190
482404,404
193435,435
312539,539
402993,993
26937,937
253156,156
234014,14
490119,119
8011,11
13248,248
486318,318
237893,893
437732,732
414054,54
262159,159
285108,108
202352,352
38410,410
92618,618
444563,563
366834,834
177814,814
115104,104
342101,101
432722,722
80804,804
423980,980
373518,518
84192,192
311206,206
77894,894
168052,52
260939,939
125401,401
281607,607
179094,94
172713,713
137415,415
351570,570
37008,8
140997,997
144186,186
253468,468
398383,383
228084,84
378496,496
76978,978
410994,994
481058,58
109782,782
106622,622
31788,788
165606,606
240541,541
289548,548
214560,560
272478,478
162942,942
397526,526
450584,584
38543,543
418407,407
65922,922
271197,197
256647,647
110107,107
91611,611
344712,712
51835,835
192752,752
341304,304
499606,606
261999,999
201452,452
91429,429
56640,640
33331,331
427852,852
479481,481
105837,837
360902,902
317147,147
109696,696
381603,603
360976,976
28898,898
129387,387
173773,773
327124,124
401685,685
97851,851
203645,645
161393,393
303716,716
273679,679
402040,40
74429,429
23608,608
251046,46
467521,521
309132,132
131863,863
303726,726
397792,792
67061,61
412349,349
123351,351
232077,77
135003,3
35767,767
161779,779
192029,29
132342,342
53019,19
363691,691
398395,395
120961,961
165763,763
324732,732
166515,515
164074,74
55199,199
144298,298
436892,892
287098,98
330506,506
107971,971
307749,749
454177,177
21923,923
340776,776
53441,441
415798,798
2020,20
4871,871
376114,114
131236,236
302128,128
233035,35
8097,97
400369,369
495552,552
122795,795
243888,888
324571,571
70535,535
10458,458
280542,542
310723,723
42459,459
310840,840
437466,466
415004,4
486295,295
31947,947
449072,72
171622,622
338466,466
492606,606
27032,32
53458,458
99170,170
395045,45
227060,60
71292,292
189197,197
180789,789
490853,853
132423,423
398585,585
328376,376
458391,391
248769,769
309091,91
204645,645
477029,29
213375,375
36373,373
186796,796
140231,231
469741,741
483318,318
141879,879
358978,978
253940,940
2159,159
207015,15
489165,165
333362,362
421897,897
174222,222
149532,532
2137,137
76034,34
480780,780
409785,785
347882,882
298181,181
466898,898
121606,606
306472,472
179468,468
180745,745
252322,322
23728,728
430411,411
125421,421
246769,769
480896,896
282211,211
414376,376
233916,916
339099,99
37944,944
274571,571
358196,196
166861,861
404342,342
85045,45
455131,131
416474,474
225039,39
27560,560
180194,194
246665,665
447739,739
36003,3
342789,789
69269,269
289565,565
269235,235
470344,344
149352,352
174151,151
135580,580
137956,956
84597,597
284266,266
70404,404
147659,659
328279,279
183260,260
408789,789
160587,587
222258,258
190324,324
285060,60
135051,51
177402,402
159713,713
478836,836
165703,703
489236,236
474272,272
101168,168
196239,239
208879,879
395251,251
274418,418
70847,847
323884,884
386809,809
283824,824
293863,863
276496,496
442656,656
163129,129
62712,712
347590,590
398027,27
85917,917
204262,262
467153,153
322839,839
454063,63
18575,575
114506,506
344593,593
166111,111
182282,282
52417,417
379065,65
473897,897
233939,939
19786,786
223004,4
306113,113
284314,314
494316,316
427241,241
371703,703
164588,588
355740,740
37068,68
154504,504
198340,340
459405,405
275511,511
343629,629
117967,967
303835,835
25124,124
57798,798
281859,859
367367,367
227364,364
61280,280
355435,435
404408,408
245313,313
48873,873
195896,896
252624,624
405046,46
414480,480
331036,36
378779,779
306654,654
197606,606
345,345
378527,527
324003,3
272564,564
5214,214
98316,316
477209,209
198744,744
460732,732
348403,403
332845,845
446044,44
242446,446
108653,653
331506,506
142951,951
146580,580
119822,822
167582,582
175429,429
86264,264
284666,666
119445,445
458724,724
418415,415
152556,556
136115,115
17251,251
235485,485
330910,910
66810,810
1751,751
169847,847
475039,39
448455,455
96300,300
352208,208
153544,544
217214,214
9411,411
244050,50
317599,599
167398,398
53369,369
170994,994
83148,148
43331,331
7383,383
341196,196
257730,730
163503,503
484427,427
45025,25
71143,143
451152,152
287261,261
376079,79
18072,72
27778,778
148175,175
122575,575
150218,218
118041,41
141048,48
422914,914
319303,303
109512,512
164501,501
205106,106
153075,75
403805,805
492759,759
197787,787
351514,514
247949,949
309677,677
207128,128
76278,278
372878,878
57219,219
216650,650
199927,927
302074,74
380629,629
409378,378
175775,775
258648,648
482541,541
218250,250
89561,561
185435,435
268734,734
413802,802
47559,559
484837,837
420100,100
496500,500
346847,847
129679,679
415297,297
192280,280
398387,387
217578,578
146757,757
66879,879
238658,658
378459,459
31784,784
480359,359
38360,360
305335,335
14108,108
408652,652
328380,380
391973,973
426194,194
465345,345
399063,63
172502,502
1153,153
385985,985
192741,741
269304,304
388981,981
325756,756
418355,355
394056,56
315921,921
54897,897
203527,527
194100,100
21676,676
333413,413
13565,565
94685,685
439695,695
53112,112
47121,121
52708,708
305136,136
3488,488
187911,911
217409,409
218980,980
257602,602
7531,531
334292,292
180401,401
106961,961
238467,467
36903,903
416101,101
144142,142
101569,569
247321,321
422142,142
357017,17
223578,578
213943,943
453908,908
169217,217
10481,481
377728,728
237538,538
377526,526
38162,162
101830,830
350874,874
489967,967
146365,365
316638,638
206205,205
184548,548
247903,903
228240,240
272493,493
297578,578
229059,59
266327,327
288356,356
296943,943
265325,325
334795,795
85154,154
241591,591
244185,185
186049,49
395632,632
389591,591
407586,586
343340,340
116582,582
13444,444
128306,306
181947,947
363740,740
157712,712
126706,706
116475,475
345876,876
202266,266
362175,175
112366,366
426071,71
416120,120
144782,782
488467,467
213140,140
468237,237
331731,731
160555,555
452918,918
40766,766
235796,796
236381,381
323507,507
41974,974
94335,335
338798,798
75935,935
100349,349
191560,560
333987,987
51266,266
324975,975
162655,655
350924,924
282635,635
54494,494
107997,997
494120,120
291828,828
266129,129
420593,593
90650,650
179961,961
406329,329
312560,560
257461,461
280336,336
174201,201
450550,550
55729,729
153942,942
79882,882
372652,652
263818,818
86519,519
144573,573
474989,989
423284,284
98862,862
200391,391
388768,768
498061,61
436,436
250006,6
87255,255
36139,139
144738,738
94902,902
344299,299
321739,739
444278,278
488226,226
429200,200
173523,523
434780,780
159887,887
25058,58
469307,307
278419,419
48952,952
481746,746
93251,251
451037,37
412969,969
176936,936
6682,682
27470,470
180398,398
18292,292
16959,959
335416,416
464464,464
462191,191
161318,318
302377,377
7260,260
38851,851
304297,297
22088,88
460962,962
148797,797
336903,903
478949,949
80059,59
393166,166
388202,202
84463,463
146488,488
337098,98
83789,789
424615,615
419713,713
480842,842
293511,511
24954,954
420780,780
260637,637
204982,982
69911,911
384193,193
63301,301
203962,962
309041,41
396201,201
50855,855
25751,751
43005,5
49837,837
379605,605
475245,245
465926,926
285918,918
26896,896
496267,267
189921,921
131094,94
196204,204
451946,946
451474,474
184822,822
256783,783
183456,456
276525,525
66632,632
148179,179
356546,546
179925,925
435327,327
192569,569
138479,479
408656,656
228448,448
441286,286
447092,92
71592,592
237685,685
482818,818
94947,947
202949,949
164849,849
435241,241
201212,212
473522,522
55835,835
396435,435
467319,319
103890,890
72232,232
146568,568
282206,206
481027,27
67687,687
295701,701
420319,319
209165,165
147319,319
62781,781
119739,739
171881,881
460052,52
397390,390
27135,135
392149,149
208016,16
243938,938
484647,647
466477,477
267268,268
222587,587
139966,966
340125,125
244760,760
184725,725
211171,171
131478,478
193505,505
309634,634
210773,773
341396,396
202260,260
287749,749
455333,333
361914,914
458564,564
27154,154
171190,190
307469,469
227682,682
178501,501
246371,371
438984,984
362062,62
334013,13
328586,586
31012,12
148878,878
121885,885
365361,361
94858,858
442510,510
43130,130
290287,287
388035,35
11663,663
205785,785
369471,471
359356,356
148880,880
45674,674
57994,994
174106,106
381010,10
145332,332
400193,193
215411,411
392744,744
