id,value
88252,252
320835,835
14972,972
46954,954
88446,446
175730,730
325646,646
156178,178
408384,384
9644,644
118281,281
246060,60
341310,310
50630,630
372891,891
343039,39
61640,640
169851,851
403477,477
175154,154
426799,799
208967,967
128793,793
3794,794
49614,614
167230,230
284060,60
192969,969
389000,0
127371,371
100845,845
498646,646
486469,469
383722,722
229466,466
444012,12
403356,356
130849,849
465542,542
347702,702
430144,144
67051,51
104141,141
249467,467
320211,211
138486,486
256465,465
22062,62
425167,167
368499,499
428410,410
277426,426
208499,499
395789,789
107382,382
98183,183
499705,705
5006,6
398838,838
351179,179
242184,184
218113,113
292004,4
410272,272
494292,292
338791,791
122442,442
481617,617
51045,45
176207,207
477354,354
89501,501
374908,908
120193,193
371883,883
203470,470
100652,652
180428,428
156041,41
39705,705
75525,525
6423,423
13851,851
260127,127
385135,135
429639,639
441986,986
407477,477
254217,217
74792,792
245506,506
87276,276
41514,514
335823,823
289792,792
406656,656
309652,652
25875,875
78768,768
195525,525
228544,544
76657,657
36553,553
78266,266
58909,909
290841,841
4447,447
176777,777
71466,466
320016,16
169844,844
320270,270
280879,879
350870,870
373779,779
263826,826
337036,36
55145,145
274046,46
212379,379
297568,568
152808,808
317338,338
226985,985
130596,596
354124,124
44157,157
72979,979
108629,629
432772,772
273027,27
109109,109
476426,426
402554,554
318857,857
228462,462
85505,505
284799,799
156016,16
147549,549
475849,849
74796,796
481390,390
205007,7
447117,117
360181,181
309309,309
124389,389
100876,876
427828,828
39955,955
311308,308
489682,682
176666,666
166331,331
419449,449
17152,152
20344,344
310675,675
457191,191
162363,363
272652,652
267325,325
178894,894
254852,852
312346,346
343490,490
139583,583
230992,992
52907,907
265522,522
222232,232
353366,366
388059,59
283138,138
430264,264
486119,119
45281,281
350709,709
208658,658
29192,192
322341,341
180102,102
174364,364
132108,108
346273,273
491815,815
460024,24
32506,506
191690,690
194923,923
254614,614
194479,479
480329,329
302542,542
225089,89
86212,212
426208,208
39146,146
74866,866
376579,579
356395,395
36970,970
467389,389
293783,783
374478,478
128830,830
244845,845
240972,972
379772,772
20229,229
491411,411
116067,67
17341,341
403239,239
271572,572
7861,861
206773,773
184636,636
145467,467
68858,858
28163,163
372853,853
182142,142
205338,338
114484,484
188341,341
101382,382
468299,299
106228,228
408658,658
269745,745
255527,527
441816,816
463669,669
101047,47
169030,30
337810,810
17383,383
155169,169
233700,700
256073,73
71296,296
495109,109
301478,478
238984,984
285033,33
371537,537
71648,648
98121,121
320692,692
419603,603
358068,68
101774,774
15757,757
249963,963
460054,54
171684,684
296505,505
373396,396
378195,195
287113,113
95585,585
347662,662
25319,319
198026,26
233009,9
161490,490
74182,182
271094,94
239289,289
174130,130
449614,614
231605,605
380561,561
17314,314
16115,115
267326,326
205020,20
93914,914
484797,797
211939,939
493347,347
135180,180
420033,33
329100,100
434266,266
334094,94
171768,768
5260,260
5130,130
119455,455
401739,739
132766,766
