id,value
5899,899
393415,415
222563,563
425296,296
166579,579
178296,296
458777,777
499937,937
291855,855
323858,858
176885,885
393687,687
44595,595
356123,123
390449,449
179863,863
396677,677
49509,509
55016,16
59074,74
408547,547
90684,684
245887,887
198398,398
461136,136
145846,846
99542,542
411225,225
461396,396
421680,680
265861,861
294251,251
23115,115
322638,638
374096,96
12062,62
115814,814
135490,490
217086,86
451198,198
340153,153
45578,578
60906,906
184505,505
96521,521
259209,209
410631,631
68122,122
427419,419
190209,209
7300,300
152544,544
83795,795
54210,210
309276,276
355544,544
234894,894
271138,138
224064,64
363197,197
485439,439
328142,142
465518,518
157189,189
161650,650
446859,859
91151,151
186530,530
301136,136
156526,526
246323,323
31956,956
104694,694
334922,922
431044,44
228811,811
141221,221
67128,128
465742,742
94475,475
420827,827
284145,145
16484,484
309446,446
357816,816
483258,258
111703,703
419675,675
349357,357
339037,37
292786,786
23855,855
444222,222
329556,556
199882,882
138519,519
342031,31
461983,983
199818,818
38165,165
472593,593
171218,218
60799,799
183767,767
56915,915
227249,249
430040,40
173676,676
302689,689
376849,849
283316,316
453999,999
219368,368
375112,112
364684,684
187952,952
379742,742
142190,190
124943,943
320914,914
204070,70
412207,207
302398,398
52213,213
278077,77
414701,701
366533,533
408280,280
81716,716
126028,28
423083,83
139954,954
71819,819
1768,768
95066,66
125610,610
470631,631
419360,360
478510,510
285779,779
352130,130
488315,315
363347,347
473782,782
366936,936
317418,418
50407,407
315739,739
126693,693
375120,120
47412,412
17582,582
379267,267
36316,316
399763,763
30312,312
374147,147
396521,521
116585,585
367794,794
175331,331
189512,512
392549,549
456105,105
167145,145
191936,936
370366,366
209564,564
194992,992
368632,632
58694,694
274940,940
496405,405
227476,476
140026,26
359389,389
222376,376
4036,36
60353,353
399385,385
452984,984
294981,981
13389,389
462392,392
212185,185
173367,367
283861,861
484122,122
181190,190
209825,825
30065,65
351637,637
100274,274
447549,549
441468,468
217978,978
464598,598
426004,4
243539,539
282559,559
379818,818
183755,755
234724,724
317150,150
231253,253
372560,560
433893,893
460736,736
471444,444
306397,397
377848,848
290456,456
452031,31
312740,740
225189,189
423057,57
165600,600
71295,295
121245,245
36351,351
400255,255
254142,142
200572,572
409272,272
41900,900
9801,801
318996,996
245323,323
443212,212
89046,46
473917,917
125666,666
322069,69
246808,808
388277,277
444139,139
358167,167
298167,167
208774,774
212530,530
148088,88
32103,103
40169,169
421150,150
193692,692
84439,439
70228,228
135059,59
201242,242
147730,730
262793,793
405745,745
301802,802
166315,315
442982,982
49802,802
274816,816
25197,197
224124,124
88797,797
448242,242
55444,444
87405,405
330446,446
236568,568
274115,115
214655,655
20578,578
140762,762
322479,479
495390,390
228611,611
120026,26
362490,490
79119,119
451792,792
450656,656
482390,390
385618,618
127591,591
490984,984
109870,870
17726,726
133613,613
152858,858
367359,359
284737,737
402247,247
313466,466
33312,312
41986,986
451391,391
224323,323
233435,435
457835,835
303524,524
171936,936
174405,405
492477,477
269350,350
343766,766
456480,480
189542,542
195422,422
184086,86
232547,547
60343,343
333354,354
167025,25
211778,778
432867,867
420877,877
227876,876
43764,764
281441,441
449615,615
174736,736
270142,142
246050,50
154950,950
435974,974
262718,718
240836,836
19738,738
356703,703
485669,669
131920,920
114947,947
429741,741
353203,203
415888,888
169297,297
32825,825
324016,16
193559,559
482243,243
44893,893
448506,506
396442,442
35171,171
154870,870
291759,759
67429,429
291571,571
419245,245
139983,983
270645,645
193369,369
446090,90
452902,902
324643,643
315751,751
441471,471
263937,937
246721,721
443941,941
200417,417
379921,921
410695,695
202750,750
456642,642
82911,911
427959,959
301629,629
282097,97
280410,410
82424,424
382475,475
356249,249
36509,509
266765,765
119553,553
373219,219
190493,493
195107,107
408462,462
304657,657
192174,174
21415,415
166668,668
367839,839
466599,599
433161,161
482464,464
181168,168
281591,591
76000,0
267760,760
392499,499
305146,146
77401,401
399253,253
230938,938
248261,261
314614,614
477933,933
445503,503
341766,766
424286,286
198411,411
365305,305
420487,487
362815,815
18687,687
79290,290
136634,634
54682,682
41214,214
31445,445
239195,195
470424,424
245731,731
194859,859
439997,997
137590,590
285282,282
440402,402
310294,294
424292,292
359276,276
83565,565
377661,661
358417,417
303664,664
330601,601
214952,952
354024,24
455914,914
494539,539
51259,259
473197,197
19795,795
182483,483
52154,154
142690,690
65234,234
95383,383
117698,698
157741,741
360056,56
483682,682
84859,859
60256,256
398628,628
35492,492
276855,855
87710,710
148300,300
288363,363
395897,897
411467,467
300201,201
51945,945
421593,593
331526,526
459042,42
422097,97
303160,160
243470,470
472905,905
412407,407
425758,758
368446,446
268682,682
437086,86
421548,548
251590,590
144727,727
81399,399
486246,246
107433,433
475023,23
422067,67
191337,337
405688,688
478669,669
67076,76
311094,94
345509,509
69304,304
386053,53
253737,737
1691,691
56033,33
440657,657
92960,960
452618,618
205181,181
155118,118
396483,483
44850,850
209511,511
426340,340
136292,292
179931,931
424797,797
219158,158
90846,846
447074,74
348088,88
292442,442
24993,993
34328,328
352334,334
465682,682
168701,701
443274,274
34896,896
165958,958
202096,96
173733,733
60197,197
306103,103
364696,696
5674,674
46844,844
373945,945
359469,469
46127,127
235662,662
155316,316
401325,325
365807,807
104193,193
10105,105
63256,256
262062,62
100244,244
71606,606
156341,341
184429,429
35347,347
49514,514
104303,303
137123,123
288079,79
247145,145
293503,503
189955,955
316113,113
156656,656
85640,640
86913,913
103985,985
195524,524
98258,258
487164,164
143806,806
468769,769
98006,6
147237,237
157055,55
33988,988
323658,658
489620,620
335894,894
222772,772
71481,481
411777,777
200934,934
29330,330
367489,489
189804,804
342125,125
414618,618
204211,211
294111,111
288457,457
466165,165
410494,494
471017,17
147471,471
483380,380
171340,340
169338,338
427088,88
371848,848
150992,992
385204,204
126578,578
130142,142
204077,77
18206,206
134923,923
409581,581
451977,977
248138,138
222397,397
310689,689
283974,974
122381,381
462664,664
318230,230
62958,958
237799,799
147963,963
152528,528
129987,987
468691,691
35416,416
240352,352
431642,642
393578,578
376861,861
333375,375
199653,653
148741,741
440328,328
344904,904
411187,187
357971,971
37821,821
51038,38
98451,451
128955,955
261427,427
43048,48
82934,934
218981,981
215528,528
302633,633
232893,893
22736,736
125762,762
234750,750
324185,185
192691,691
208478,478
326324,324
455107,107
92943,943
314662,662
115851,851
36734,734
226308,308
19127,127
87894,894
98806,806
171028,28
25941,941
430239,239
499551,551
280936,936
264811,811
265436,436
448246,246
172791,791
478082,82
155909,909
147409,409
83498,498
174134,134
73869,869
195944,944
142857,857
80954,954
440679,679
267028,28
97312,312
371539,539
497325,325
468756,756
16443,443
402230,230
286153,153
306419,419
122559,559
40784,784
291084,84
167778,778
391493,493
498173,173
133339,339
437713,713
62586,586
243354,354
486747,747
316976,976
21228,228
278452,452
152728,728
23821,821
266713,713
72876,876
190867,867
185030,30
448312,312
89159,159
406196,196
41562,562
353293,293
458036,36
8674,674
341561,561
21562,562
223732,732
65533,533
132533,533
198537,537
493311,311
307574,574
30640,640
347324,324
137676,676
187463,463
457220,220
346055,55
69742,742
9504,504
101755,755
114098,98
482753,753
203908,908
89100,100
265842,842
249645,645
459512,512
34020,20
125443,443
212265,265
133851,851
17158,158
464814,814
102229,229
181757,757
322338,338
31133,133
161005,5
116699,699
50944,944
442977,977
21314,314
161044,44
253720,720
4579,579
34024,24
151288,288
104702,702
231880,880
312381,381
443901,901
18077,77
102353,353
418339,339
412378,378
490483,483
76953,953
226518,518
48261,261
454083,83
17636,636
108518,518
439270,270
412479,479
266849,849
444505,505
442712,712
53738,738
435434,434
265082,82
143214,214
184666,666
182738,738
35608,608
434265,265
384385,385
226909,909
484768,768
135750,750
303255,255
328217,217
212986,986
373623,623
328409,409
334545,545
301046,46
70353,353
345591,591
232924,924
272759,759
49728,728
89289,289
398120,120
201783,783
379906,906
36691,691
223102,102
400164,164
56420,420
292364,364
205047,47
99427,427
423454,454
290326,326
81682,682
73584,584
330026,26
399778,778
471180,180
92070,70
482360,360
448600,600
425450,450
158482,482
200603,603
145117,117
204089,89
64590,590
413163,163
254219,219
222039,39
454611,611
65680,680
380879,879
263097,97
422645,645
398819,819
185495,495
268241,241
209694,694
138266,266
32900,900
48845,845
286783,783
51328,328
343481,481
241400,400
33055,55
345948,948
496931,931
43378,378
339791,791
193894,894
66788,788
328322,322
435732,732
344499,499
265650,650
58416,416
373485,485
172945,945
176528,528
438966,966
41752,752
226572,572
197504,504
271787,787
385401,401
170747,747
411466,466
422236,236
447058,58
187774,774
91964,964
426389,389
398168,168
450442,442
441918,918
462851,851
39506,506
109426,426
199482,482
53867,867
336836,836
194254,254
56974,974
233547,547
377933,933
237063,63
