id,value
148308,308
261897,897
92022,22
281999,999
484960,960
328994,994
243944,944
466562,562
326071,71
254790,790
136158,158
185311,311
14104,104
292048,48
91542,542
83569,569
89669,669
336157,157
238584,584
327945,945
390733,733
298980,980
348592,592
84744,744
171214,214
307877,877
196539,539
119743,743
429668,668
135920,920
265874,874
41362,362
280407,407
51174,174
354830,830
275211,211
284609,609
453683,683
197014,14
186882,882
302741,741
22251,251
420329,329
409330,330
449710,710
270034,34
276354,354
371885,885
217048,48
86611,611
53012,12
379186,186
83405,405
365124,124
291092,92
46039,39
278612,612
159445,445
196537,537
278614,614
317697,697
164155,155
73747,747
183584,584
188256,256
52910,910
285631,631
43585,585
50250,250
320534,534
282063,63
109374,374
221404,404
289371,371
38772,772
58027,27
102930,930
224931,931
240685,685
427956,956
185567,567
188340,340
423270,270
239094,94
123937,937
348917,917
370637,637
100919,919
102881,881
460909,909
320065,65
35597,597
473226,226
200020,20
193947,947
2907,907
315587,587
288637,637
450330,330
271665,665
431040,40
423647,647
170999,999
446215,215
208638,638
259197,197
323971,971
80959,959
79388,388
358648,648
249344,344
55447,447
316324,324
37248,248
476050,50
123009,9
162294,294
170895,895
393800,800
365558,558
7949,949
497729,729
2598,598
61546,546
391655,655
480662,662
157430,430
374732,732
363633,633
400492,492
326259,259
80448,448
121331,331
47604,604
187600,600
320100,100
309827,827
438603,603
222924,924
168486,486
76772,772
289425,425
123671,671
291098,98
214477,477
346930,930
331827,827
482722,722
87679,679
342635,635
167847,847
143960,960
218051,51
4564,564
405166,166
9143,143
177605,605
99714,714
476700,700
211960,960
457998,998
204166,166
113033,33
198168,168
317591,591
176939,939
230664,664
312241,241
172064,64
238352,352
186402,402
333057,57
470421,421
313975,975
114650,650
72506,506
310590,590
137911,911
402157,157
374484,484
134006,6
396553,553
407184,184
144293,293
392818,818
165641,641
69921,921
263136,136
47020,20
441223,223
332216,216
316941,941
400088,88
220160,160
362428,428
134319,319
489909,909
170294,294
122041,41
57587,587
262825,825
191809,809
222866,866
111539,539
290802,802
412211,211
129171,171
226386,386
102035,35
261042,42
127673,673
137635,635
297399,399
207029,29
216197,197
466336,336
218925,925
181481,481
52676,676
89964,964
377004,4
276366,366
384702,702
416489,489
122721,721
94528,528
159976,976
296928,928
120973,973
294152,152
10039,39
746,746
387488,488
220872,872
463006,6
430802,802
397126,126
243329,329
466263,263
128204,204
153421,421
293194,194
1867,867
214434,434
441734,734
187562,562
273489,489
100028,28
166540,540
387895,895
219177,177
236822,822
291598,598
232305,305
308232,232
249975,975
13910,910
41229,229
364920,920
335871,871
204038,38
412421,421
69661,661
253127,127
277172,172
155615,615
59272,272
255927,927
54279,279
15707,707
256607,607
432374,374
135725,725
275839,839
17859,859
435953,953
262338,338
371806,806
475234,234
304233,233
362326,326
143603,603
414104,104
301335,335
257972,972
247570,570
148077,77
305145,145
337357,357
19394,394
82416,416
153378,378
153538,538
30336,336
403881,881
497032,32
26901,901
334063,63
192222,222
37421,421
78558,558
410563,563
383697,697
325156,156
291785,785
294982,982
266788,788
32557,557
181371,371
197673,673
394638,638
133817,817
293445,445
196609,609
412250,250
95209,209
107924,924
111604,604
1084,84
336983,983
383276,276
90,90
240679,679
429880,880
9474,474
36709,709
35496,496
65328,328
159782,782
408738,738
35299,299
290514,514
177266,266
44512,512
68300,300
180049,49
149692,692
440137,137
471816,816
491598,598
127584,584
130667,667
